week N P K Na Ca Mg Nx y1 y2 y3 y4 y5 y6 y7 y8 y9 y10
41 17.875381 11.66982 6.5 8.339632 17.81748 5.555948 8.763054 14.6247890373993 15.1691346036475 14.8259030707477 NA NA NA NA NA NA NA
41 24.288321 12.50189 7.790486 5.691948 15.56622 7.975212 3.144581 14.5482010081752 14.5832951349058 14.8892954035407 NA NA NA NA NA NA NA
41 13.5 10.005682 4.564271 13.635 22.32 7.095 19.072291 14.8680352148847 15.2383622809179 15.427853097258 NA NA NA NA NA NA NA
41 12.83485 8.084034 6.447033 20.34163 4.64 7.819714 16.219463 16.8730334667945 16.7528567063053 16.6002538900322 NA NA NA NA NA NA NA
41 12.70182 7.699704 6.823585 21.68296 1.104 7.964656 15.6489 15.3169114043499 15.445843229373 15.9461376025847 NA NA NA NA NA NA NA
41 12.96788 8.468363 6.07048 19.00031 8.176 7.674771 16.79003 16.2870057158639 16.7040200927662 16.6608347542926 NA NA NA NA NA NA NA
42 2 14.60072 6.571348 25 0.01136454 7.790486 7.014946 12.7883143889578 12.691918805371 11.8691692396017 NA NA NA NA NA NA NA
42 13.34189 9.548881 5.011828 15.11319 7.629902 4.755593 13.01036 15.8317538152396 15.5629473847684 16.351223365704 NA NA NA NA NA NA NA
42 12.86754 8.1784779 6.3545 19.95277 0.5025607 5.329562 11.541457 14.45811909816 14.2104570245849 14.7233105438292 NA NA NA NA NA NA NA
42 13.26283 9.320481 5.235606 15.91979 6.442012 4.851255 12.76555 16.4420474858679 15.9899820483041 16.2849837633966 NA NA NA NA NA NA NA
42 13.18377 9.09208 5.459385 16.72638 5.254121 4.946916 12.52073 16.14003204851 16.4928024418477 16.1042693642835 NA NA NA NA NA NA NA
42 13.2233 9.20628 5.347496 16.32309 5.848067 4.899085 12.64314 16.230964806218 16.3913903577932 16.0573655421135 NA NA NA NA NA NA NA
42 7.036748 9.30323 8.5433514 11.786237 41.81775 6.857241 27.386016 14.5804389018929 15.8204140181328 NA NA NA NA NA NA NA NA
42 0.674031 3.255861 2.4170774 3.885659 32.73738 2.394466 2.92393 9.78840420255067 8.96446767347057 NA NA NA NA NA NA NA NA
42 23.783702 1.010796 5.217165 15.06911 5.714112 9.619723 24.271109 15.1202577207165 15.102285664968 NA NA NA NA NA NA NA NA
42 16.157613 11.439962 7.723054 21.31931 7.429335 5.289793 29.32731 15.6913614850367 NA NA NA NA NA NA NA NA NA
42 1.890329 14.898174 8.183087 5.691853 2.101684 9.619723 27.683055 15.8522561921743 NA NA NA NA NA NA NA NA NA
42 18.099663 1.010796 6.433998 6.690095 6.92094 6.572451 21.47709 15.3015317208054 NA NA NA NA NA NA NA NA NA
42 7.522478 19.000568 7.694583 19.286041 17.49557 9.619723 15.513277 15.2424907476952 NA NA NA NA NA NA NA NA NA
42 3.886193 1.264741 5.499706 18.369171 10.204556 6.740537 20.782909 12.9168405969145 NA NA NA NA NA NA NA NA NA
42 20.479523 11.699781 5.310723 3.4065 3.396024 9.619723 23.756049 15.5582888948126 NA NA NA NA NA NA NA NA NA
42 10.267362 9.222133 7.74473 3.4065 6.812956 9.619723 28.943453 16.8613493692264 NA NA NA NA NA NA NA NA NA
43 12.367511 8.994349 6.823146 7.858614 6.78304 9.619723 25.743444 16.8082849898301 NA NA NA NA NA NA NA NA NA
43 10.860337 7.081872 8.183087 3.4065 4.094618 9.619723 21.379963 17.3474931040452 NA NA NA NA NA NA NA NA NA
43 13.888003 8.035031 8.183087 6.526408 5.209662 9.619723 22.078612 17.0161974831131 16.9155009351195 16.8520885154584 NA NA NA NA NA NA NA
43 11.197143 8.421266 7.327951 3.4065 4.7591 9.619723 25.758934 17.0779677389926 NA NA NA NA NA NA NA NA NA
43 11.219553 8.433858 7.356454 3.4065 4.798006 9.619723 25.637368 16.467779672551 NA NA NA NA NA NA NA NA NA
43 13.34688 8.470818 7.695034 8.139628 6.319243 9.619723 22.124741 16.5692770438179 NA NA NA NA NA NA NA NA NA
43 12.16863 8.314297 7.602731 3.4065 4.699698 9.619723 25.454857 16.4912085306426 NA NA NA NA NA NA NA NA NA
43 10.9 7.1 8.2 3.4 4.1 9.6 17.3 17.3042751530412 16.8195291747931 17.3650733734833 NA NA NA NA NA NA NA
45 15.652448 9.484771 7.090477 6.773993 2.734097 7.552836 22.392049 15.2801055591493 16.3206043179963 16.3106476731071 NA NA NA NA NA NA NA
45 24.391851 10.722697 4.3151 24.43175 9.589721 5.488283 13.137098 15.2268922818176 NA NA NA NA NA NA NA NA NA
45 18.470807 7.707336 8.363219 18.348134 12.95852 9.467931 4.341313 16.3515916184369 NA NA NA NA NA NA NA NA NA
45 8.550027 8.106905 8.363219 2.83825 9.448067 9.809862 12.85761 16.5310142100466 NA NA NA NA NA NA NA NA NA
45 10.739187 8.56055 7.594266 8.485867 5.748159 9.809862 14.519473 17.1227399368047 NA NA NA NA NA NA NA NA NA
45 13.356611 9.422406 8.363219 24.43175 35.949037 6.09891 10.732477 15.2220867881458 NA NA NA NA NA NA NA NA NA
45 10.900496 8.774934 7.687357 8.956198 6.143482 9.809862 14.486362 17.4732278986219 NA NA NA NA NA NA NA NA NA
45 10.190626 9.110851 7.760482 9.542137 6.314378 9.809862 12.947584 17.1216518031357 NA NA NA NA NA NA NA NA NA
45 10.58143 8.896412 7.686312 9.224303 6.196305 9.809862 13.792107 16.9799049173626 NA NA NA NA NA NA NA NA NA
45 10.910553 8.718916 7.677323 8.859933 6.091726 9.809862 14.656559 17.0873218768253 16.9696576923752 16.8276602790494 NA NA NA NA NA NA NA
45 11.199985 8.465241 7.727233 7.958327 5.814426 9.809862 15.849009 16.9757018782286 NA NA NA NA NA NA NA NA NA
45 11.162103 8.462646 7.756435 7.834217 5.782377 9.809862 15.973659 17.2264513613134 NA NA NA NA NA NA NA NA NA
45 11.093046 8.478799 7.76407 7.908133 5.781459 9.809862 15.862321 16.7760414996274 NA NA NA NA NA NA NA NA NA
46 18.816054 8.176729 5.468333 7.66635 38.109387 7.625117 15.951782 13.9636595319199 NA NA NA NA NA NA NA NA NA
46 12.629608 8.567675 1.21061 11.95615 3.591914 6.268925 23.948681 14.5058966035928 NA NA NA NA NA NA NA NA NA
46 2.370064 15.498517 5.398664 14.684564 20.232317 3.592906 27.207284 14.0918443249058 NA NA NA NA NA NA NA NA NA
46 19.45749 3.463934 3.368121 3.559356 3.901754 8.219339 4.093946 15.7893913654194 NA NA NA NA NA NA NA NA NA
46 13.846883 6.712538 6.998784 2.83825 4.270745 9.809862 15.933355 16.9334468984589 NA NA NA NA NA NA NA NA NA
47 17.114835 3.108557 6.888581 15.695415 40.857156 4.316848 18.011973 14.2227519424628 NA NA NA NA NA NA NA NA NA
47 4.271194 18.397904 6.014311 5.534785 26.105332 8.695428 8.00225 13.6256449541946 NA NA NA NA NA NA NA NA NA
47 21.847558 6.088792 3.322142 12.677987 10.070996 2.801334 25.448319 14.0538435895626 NA NA NA NA NA NA NA NA NA
47 2.437823 13.806701 4.058642 5.368114 9.411232 8.295343 12.067462 15.5463933485398 NA NA NA NA NA NA NA NA NA
47 9.678307 12.037051 3.435317 22.668812 17.005613 8.006732 4.527734 16.5871062141219 NA NA NA NA NA NA NA NA NA
47 12.789353 8.497547 2.198085 18.416004 9.487865 9.619723 5.72494 14.7291809125169 14.5312981068715 14.4985591300963 NA NA NA NA NA NA NA
47 1.890329 12.313586 7.474103 21.17661 20.413525 6.31898 7.337306 14.9977531997712 NA NA NA NA NA NA NA NA NA
47 4.402746 16.303965 4.138013 21.082534 8.613651 7.48753 32.896503 14.547790150978 NA NA NA NA NA NA NA NA NA
47 12.762077 16.03052 3.858015 22.73823 17.698446 4.139513 8.296504 13.8025871029574 NA NA NA NA NA NA NA NA NA
47 10.385975 7.243784 8.176714 20.555125 22.877283 9.619723 21.323883 15.2812676319674 NA NA NA NA NA NA NA NA NA
47 8.951948 5.761999 5.764463 6.654016 15.24102 8.309951 24.232251 17.1380950707129 NA NA NA NA NA NA NA NA NA
47 7.072552 2.878219 7.101755 6.443979 26.600719 8.468985 9.832206 14.8509161608654 NA NA NA NA NA NA NA NA NA
47 19.130731 2.010228 5.335943 11.568497 15.7406 7.462401 6.131537 15.5629587908622 NA NA NA NA NA NA NA NA NA
47 3.106628 8.249531 7.087668 5.216582 7.654914 5.551404 23.833742 15.9488271157618 15.6246868767892 16.3125930828569 NA NA NA NA NA NA NA
47 9.82333 6.983608 6.518365 2.83825 7.079136 9.544239 18.579109 17.0443480020229 NA NA NA NA NA NA NA NA NA
47 10.15796 7.127838 6.627107 2.961341 7.16901 9.447016 18.309584 16.1913394796719 NA NA NA NA NA NA NA NA NA
48 11.947812 8.397328 6.889382 9.033065 8.284551 8.896407 15.439054 16.4396128240808 NA NA NA NA NA NA NA NA NA
48 11.555008 8.287344 6.973419 8.162291 7.754602 9.067156 16.173067 16.9787938612774 NA NA NA NA NA NA NA NA NA
48 11.4239 8.263914 7.00133 7.945066 7.632794 9.111842 16.332342 16.6810484780659 NA NA NA NA NA NA NA NA NA
48 11.341554 4.945518 6.579569 5.342605 31.315959 6.471565 31.792393 14.3453104536356 14.8929948169321 14.7344921525558 NA NA NA NA NA NA NA
48 11.193347 8.08703 7.091234 6.954126 7.216808 9.253204 17.081627 16.9710757074098 16.8804989644703 16.8478019897796 NA NA NA NA NA NA NA
48 10.037158 6.310974 7.334013 2.83825 6.3428 9.809862 22.828472 17.645876516027 NA NA NA NA NA NA NA NA NA
48 4.031582 4.028562 7.549014 2.83825 6.769568 9.809862 32.979265 15.4150575918515 NA NA NA NA NA NA NA NA NA
48 20.167076 5.472857 7.240091 10.753979 13.118472 7.663788 22.224931 16.5807133990239 NA NA NA NA NA NA NA NA NA
48 12.848572 7.353563 7.250219 3.642256 7.185883 9.397404 17.41275 16.2520769818057 NA NA NA NA NA NA NA NA NA
48 12.525103 8.174827 7.093302 7.915811 7.685338 9.028541 16.544751 16.9203116287479 NA NA NA NA NA NA NA NA NA
48 12.468427 8.163978 7.108205 7.77251 7.60895 9.05691 16.611578 16.6569335983391 NA NA NA NA NA NA NA NA NA
48 12.314586 8.118424 7.151025 7.292005 7.370127 9.141488 16.847927 16.9665102940759 NA NA NA NA NA NA NA NA NA
48 12.902699 17.903668 3.447234 8.276715 12.02818 7.352139 13.438873 13.8409396804405 13.1650453151243 14.2232096715848 NA NA NA NA NA NA NA
49 12.3917 8.163377 7.152358 7.486582 7.481934 9.084974 16.760825 17.1318655738863 NA NA NA NA NA NA NA NA NA
49 12.415245 8.174015 7.146971 7.575486 7.528945 9.07113 16.709955 17.0001667821208 17.1731206345701 16.6146420242309 NA NA NA NA NA NA NA
49 12.303925 8.14169 7.182375 7.242953 7.362276 9.136531 16.860344 17.1160995427761 NA NA NA NA NA NA NA NA NA
49 12.318935 8.149746 7.179105 7.304634 7.397506 9.127356 16.821017 17.0416215962619 17.3410245655824 16.2853449521147 NA NA NA NA NA NA NA
49 12.228743 8.109048 7.206873 6.970892 7.222728 9.185118 17.00396 17.1360056218564 NA NA NA NA NA NA NA NA NA
49 12.243589 8.114096 7.20341 7.015128 7.255337 9.17747 16.967413 16.8536907851938 NA NA NA NA NA NA NA NA NA
49 5.111593 16.032937 6.835529 7.673526 19.44317 9.198744 23.34593 15.6239644260643 15.014431202117 15.9826553186776 NA NA NA NA NA NA NA
49 12.089281 8.181586 7.229324 6.965609 7.367838 9.18203 17.148806 17.0790148105 NA NA NA NA NA NA NA NA NA
50 13.268468 7.578436 7.431216 4.601721 7.11834 9.063935 16.726771 17.29691714554 NA NA NA NA NA NA NA NA NA
50 12.155854 7.995785 7.296298 5.965632 7.246466 9.229897 17.348733 16.7527816837535 NA NA NA NA NA NA NA NA NA
50 13.505667 7.461753 7.473858 4.154457 6.996798 9.055823 16.379804 16.9375130010036 NA NA NA NA NA NA NA NA NA
50 12.129549 8.065986 7.286281 6.35383 7.256913 9.224511 17.267769 16.3074168828502 NA NA NA NA NA NA NA NA NA
50 10.037158 6.310974 7.334013 2.83825 6.3428 9.809862 22.828472 16.6819783311886 17.5425511940741 16.7688988152308 NA NA NA NA NA NA NA
50 11.865002 7.590488 7.378009 4.00295 6.517952 9.544507 18.50874 17.1863058926185 NA NA NA NA NA NA NA NA NA
50 10.860337 7.081872 8.183087 3.4065 4.094618 9.619723 21.379963 17.1261069811804 16.5686211383599 18.0572677711132 NA NA NA NA NA NA NA
50 12.368493 6.991195 7.769848 2.27 5.361682 9.892436 19.374631 17.2822485805051 NA NA NA NA NA NA NA NA NA
50 12.945486 6.809557 7.84129 2.27 5.246143 10 19.158377 17.1098614633195 16.6464622677712 NA NA NA NA NA NA NA NA
