## AeroDB with Treed Gaussian Process Adaptive Sampling
## (Improved) Cart3D Solutions for the LGBB Geometry
##
## Applied Math & Statistics Department
## University of California, Santa Cruz
## 1156 High St.
## Santa Cruz, CA 95064
##
## and
##
## NASA Advanced Supercomputing - Applications Branch
## NASA Ames Research Center
## Mail Stop T27B-1
## Moffett Field, CA  94035-1000
##
## POC: Robert B. Gramacy (rbgramacy@ams.ucsc.edu))
## Herbert K.H. Lee (herbie@ams.ucsc.edu)
## 
## index = row number from lgbb_as_planned.txt
## mach = Mach Number
## alpha = Angle of attack
## beta = Side-slip angle
## lift = Lift Coefficient
## drag = Drag Coefficient
## pitch = Pitching Moment Coefficient
## side = Side-Force Coefficient
## yaw = Yawing Moment Coefficient
## roll = Rolling Moment Coefficient
##
## the rows below are arranged in the order in which
## they were adaptively sampled
##
index mach alpha beta lift drag pitch side yaw roll
31474 0.2 12 3.5 0.75544022177083 0.15862152071222 -0.0424324778170235 -0.016091922797654 0.00152287545999509 -0.00976502552323188
30319 0.95 2 3.5 0.212905109848287 0.0702517329212241 -0.0367578565905719 -0.0457378459227424 0.00479812915951589 -0.00572421465638267
35343 0.6 9 4 0.620518558877823 0.0898158438879594 -0.0415737443125731 -0.0347777358371452 0.00408506607876937 -0.0103865622909389
35937 1.05 14 4 0.956402995146868 0.312589909976027 -0.0819777074040657 0.013685683420525 -0.00305117980973448 -0.0146870623890819
6452 1 14 0.5 0.988883219472224 0.320968911922894 -0.0894620297904843 0.00170133733264599 -0.000328051965067706 -0.00186808362173765
10648 0.2 14 1 0.861665503976786 0.195111549256256 -0.0443918602168307 -0.00201021140070965 7.44692698970493e-05 -0.00317324156669268
32082 1.35 17 3.5 0.928874982924977 0.348331846577521 -0.0640551828726212 0.0210151905602536 -0.00751951478563755 -0.0096717526437142
36880 1.4 22 4 1.13298324590403 0.51587111690134 -0.0611235722230489 0.0444540308718092 -0.00956174521868722 -0.0137967146120753
36180 1.5 16 4 0.789719060473937 0.290687008807282 -0.046245901242587 0.011216408661307 -0.00859788574029791 -0.00967833846985002
20013 0.45 22 2 1.28056219491156 0.41202230393311 -0.0705548288919001 0.0198952652045432 0.000951838796482771 -0.0077867361827391
29277 1.5 29 3 1.37674435252867 0.817589430520054 -0.0507053016675927 0.0400898582787178 -0.00934495312006478 -0.0101188425392898
16266 0.3 26 1.5 1.42846612865747 0.546344506404287 -0.0586763106284237 0.0273884909205546 9.85797114553746e-05 -0.00665820025311984
28787 0.4 25 3 1.38956238208239 0.520973001814628 -0.0676218811184137 0.0430918544438151 0.00220923474594261 -0.0109287004284564
32176 0.2 18 3.5 1.06220964469421 0.28735926086853 -0.044107919528092 0.00971186203155622 0.000358280572258624 -0.0127439355855082
11483 1 21 1 1.33582079274828 0.580850948006263 -0.100274112700459 0.0168554305862039 -0.0018160284016896 -0.00479791158044003
23518 0.2 16 2.5 0.963524867718472 0.238347066881017 -0.0445710008187359 -2.24900306771296e-05 0.000422841232919822 -0.008523479118317
22135 1.25 4 2.5 0.254518218221527 0.100829513127237 -0.0315553602710272 -0.0240218383238456 0.00106526872244375 -0.00400995561067702
15697 1.1 21 1.5 1.27619822747968 0.562442892948633 -0.09410353895176 0.0222990396438395 -0.00337958747557465 -0.00635609256592409
25879 1.25 0 3 0.0329230464994907 0.084817366646641 -0.0166994209656135 -0.0369193645864862 0.00225980164142246 -0.00243746735169924
844 1.4 2 0 0.122615975570787 0.0848259018836579 -0.0208735099626744 2.6338240786572e-05 -2.71322625378533e-05 1.8517593178018e-05
17221 1.25 -2 2 -0.0740283816043568 0.0855831989292257 -0.00913720295164006 -0.0271738328517139 0.00205978411795479 -0.000764832856633528
24359 1.3 23 2.5 1.23899278237975 0.5868285556792 -0.072590236553612 0.0378084538251128 -0.00619971369529184 -0.0099911334441981
21065 0.4 -5 2.5 -0.114017081072424 0.0353947734709875 -0.0281620229555115 -0.0350044566550834 0.0019228940999679 -0.00119939845618144
37810 1.1 30 4 1.56614716496513 0.96622895570976 -0.0741726118766942 0.133666702267992 -0.00684879110900206 -0.0205246219796565
12296 0.7 28 1 1.19591435097282 0.635529348529914 -0.0347437918879465 0.00612537961343871 0.00107280153822525 0.00108016981634226
32771 0.7 23 3.5 1.13873760161475 0.475476003042776 -0.0573445590829688 0.0138667811424449 0.00167406681623953 -0.00357410359625704
33814 0.2 -4 4 -0.0542204706136881 0.0531044474512355 -0.0314193215032787 -0.0519328937556302 0.00289788069332385 -0.00252183277793376
27385 0.5 13 3 0.832324187845723 0.151440126425328 -0.044146794215734 -0.0098413316782088 0.00189535854800425 -0.00978895208276993
37583 1.45 28 4 1.36639199295911 0.779595158533081 -0.0552069811142961 0.058307135803696 -0.0110054640285857 -0.0140889948638112
28314 6 20 3 0.454136513649693 0.219499245393282 0.0167531538556629 -0.020199620028916 -0.00603989616274337 -0.00266976126610474
27 1.5 -5 0 -0.205289171686861 0.0954130377930552 -0.0013128114960556 -1.79523030965356e-05 -3.70731316619112e-05 -9.04761214527928e-06
28098 1.05 19 3 1.21358935633257 0.487752478415255 -0.0928934196186582 0.0374495257218572 -0.00600734401629704 -0.0126844939294147
23422 1.25 15 2.5 0.8859652759268 0.308021977375396 -0.0687684673699159 0.010455423575707 -0.00370220054666346 -0.00726014258267179
16 0.95 -5 0 -0.280065326005725 0.0853504627987862 0.00322346324450207 0.000932583294343203 -0.000343227014253304 0.000123138933377044
10192 0.8 10 1 0.752119244642533 0.128510365897614 -0.0547580940089353 -0.010475507682138 0.00205935033465157 -0.00262521321352612
2010 1.2 12 0 0.736424243468715 0.232306871958883 -0.0620991996592256 -9.14288466447033e-05 -5.32194225717222e-05 4.34159308787947e-05
34991 0.55 6 4 0.445770266617828 0.0576644088478163 -0.0381193283650944 -0.0436356989232233 0.00390565324849049 -0.0081269037946584
31021 0.95 8 3.5 0.638780722091478 0.152450356421055 -0.0684034026837569 -0.0238695622156515 0.00283830392007656 -0.010357537943571
37677 0.3 29 4 1.51358569792904 0.681469710666237 -0.057238562566624 0.0817019503018738 0.00227729166949957 -0.0139295637696394
15104 0.7 16 1.5 1.04137247615939 0.2586035846224 -0.0711529798522722 -0.00326263514579398 0.00167603713758447 -0.00474813513556687
7490 0.25 23 0.5 1.3033338368593 0.430687751361922 -0.0488281818895824 0.00709477289643022 -0.000249042791347762 -0.0022166700197971
20842 0.95 29 2 1.4837114904628 0.870797862061483 -0.0515716926502828 0.0349407507744727 -0.00117830653193297 0.00242725293733936
7737 0.9 25 0.5 1.28091965695499 0.625963385150856 -0.0587663007401624 0.000668767932654186 0.00101203014381252 0.00026803355030045
19313 0.55 16 2 1.01256256606719 0.224319953272289 -0.0549147746771379 0.00269692776385695 0.000545172750219681 -0.00749422759874983
3413 1.15 24 0 1.34728086986347 0.668785582431326 -0.085251469779096 -0.000431461667176336 -9.37679362826404e-05 8.49081002857298e-05
35242 1.4 8 4 0.431608817887284 0.139871719213158 -0.0372522949022604 -0.0239946378581401 -0.0012641649929726 -0.00735559169631431
1291 0.35 6 0 0.439809524799646 0.0630758068098527 -0.0381921035837438 0.00125955301336944 -0.000430911622494803 6.97486010146778e-05
20737 1.55 28 2 1.30614549408801 0.750227434428205 -0.0462202722042599 0.0236174118681889 -0.00646627229366122 -0.00641204670838703
25060 1.25 29 2.5 1.48347188697737 0.880292625440473 -0.0657027320609261 0.0695407704081912 -0.0073718313920374 -0.011529393887294
36637 0.95 20 4 1.31144445213573 0.518161256733227 -0.0901921676697278 0.0431589911678148 -0.00227354528821351 -0.0164506130713047
33829 0.95 -4 4 -0.199805828937183 0.0784800229718716 -0.00577130545586273 -0.0654541740468478 0.00784331787973407 -0.000827793377364924
28210 0.8 20 3 1.08001468872631 0.394052673195338 -0.0655944631745816 0.00057064232700006 0.00446813574673838 -0.00758789442066595
37833 2.25 30 4 1.08596472694639 0.683417887346428 -0.00882844799064256 0.00327943637410682 -0.00902069509798515 -0.0106664883468438
29729 0.7 -3 3.5 -0.0236263361493963 0.02296119130659 -0.0304550526348198 -0.0531017320468246 0.00423077071794064 -0.0024238192182791
12668 1.75 -5 1.5 -0.186135395109245 0.0899262808583565 -0.00280912097170877 -0.0223062875409536 0.000933916271563128 -0.00010266728377641
25637 0.85 -2 3 0.0319411098885284 0.0257707750064279 -0.0360124191238885 -0.0618884879259025 0.00854452196153426 -0.00211252814121222
29718 6 -4 3.5 -0.084371005146028 0.0562943165157754 -0.00726787553482826 -0.0340523317654852 -0.00314356452942639 0.000773035180599944
21100 2.15 -5 2.5 -0.167352826389781 0.085634085784129 -0.00368772066611522 -0.0330765363668591 -0.000612127808675224 0.00040045921951907
21219 2.25 -4 2.5 -0.131041133734335 0.0789997801056429 -0.00461913582880175 -0.0310867792922972 -0.00117670922151371 0.00034444205263735
20134 0.65 23 2 1.16990259655842 0.477825856177437 -0.0646607883853023 0.00904283958722867 0.000600137366881999 -0.00163840228160298
24341 0.4 23 2.5 1.3214918473706 0.435005922546078 -0.0653969921739357 0.0288234568925272 0.00103205157854433 -0.0107168762380217
33017 1.3 25 3.5 1.32027284074333 0.673024570235932 -0.0696944946735059 0.0647712875426001 -0.00863620007207943 -0.014737984891895
2842 1.85 19 0 0.793146628202025 0.333015071811294 -0.0255014743198797 -5.98941987846047e-05 -3.94799075291158e-05 3.37217060636922e-05
15944 1.75 23 1.5 0.99489004972308 0.480739557899634 -0.0294683075607072 0.0079952744622286 -0.00428952302198568 -0.00400584679300986
16784 2.8 30 1.5 0.981440374828614 0.624015784945527 -0.000457418838132079 -0.00333040569869075 -0.00302193567949672 -0.00382283348968396
8900 0.55 -1 1 0.0793909068552317 0.0236380019189617 -0.0312733893388761 -0.0129771565706934 0.000693924293036368 -0.000892416267348294
26678 0.25 7 3 0.492205925661967 0.0824559654782987 -0.0389509857666659 -0.0271350626655275 0.00224623006678014 -0.00613905845836127
26453 0.7 5 3 0.40275296756743 0.0479021961895156 -0.039261410815614 -0.0369397356860131 0.00359021601254923 -0.00581965514990498
3205 2.45 22 0 0.760328435898745 0.363668571422558 -0.00382815043458098 -7.30102401576005e-05 -5.22983552147232e-05 2.7675623507032e-05
17100 1.05 -3 2 -0.135742239142282 0.0851061418335373 -0.00498561050303554 -0.0297164570089825 0.00321725096046244 -0.00121271592554697
22364 1 6 2.5 0.459846588086225 0.128598014945136 -0.0525843002871501 -0.0228840031222371 0.00278533449283243 -0.00660874041546766
17680 0.8 2 2 0.244425436576466 0.029296898386437 -0.0376361283039388 -0.0322560056749115 0.0036384356418144 -0.00281850546471768
18607 0.35 10 2 0.653668587793001 0.108012974461918 -0.0409860989478683 -0.0141998124675088 0.00135501762770585 -0.00518621279949125
31992 2.7 16 3.5 0.508240485048163 0.201305560798863 -0.00268632241670822 -0.0243270795842012 -0.00542137330931617 -0.00366995820288555
11935 0.2 25 1 1.37881717395868 0.520023096791745 -0.0473803934780103 0.0174658782596516 -3.67474317971272e-05 -0.00434403289128053
12312 1.5 28 1 1.33717983293579 0.767299581067018 -0.051593408745717 0.0125647211596831 -0.00330423501570966 -0.00334574417906355
34305 1.35 0 4 0.0265046581625938 0.0846513915947779 -0.0150750744804511 -0.0480664586720934 0.00189976876786204 -0.00262784938743358
8678 1.15 -3 1 -0.134155114753401 0.0866966907688094 -0.00540211151441762 -0.0146562184308442 0.00140648172642976 -0.00024920535523914
21081 1.2 -5 2.5 -0.256801496091568 0.10402194642806 0.00663556031991571 -0.0383835649050852 0.0037846147506131 -2.91851331233893e-05
29149 0.95 28 3 1.46590097344546 0.827128893406865 -0.0559210580113884 0.0370526274019572 0.0011696295268859 0.00379901409697353
16746 0.9 30 1.5 1.29944625435911 0.797001190322695 -0.0389924657539021 -0.0128136790520344 0.00783822763837787 0.00995784256285484
15928 0.95 23 1.5 1.40512740209292 0.636960771555325 -0.0866297331311738 0.0195878268467912 -0.00037463392051358 -0.00402472424742071
29251 0.2 29 3 1.51234960693788 0.694464649906797 -0.0472920401785561 0.0631437876267489 0.00103574930895185 -0.0119068900389341
18633 1.65 10 2 0.455948480914735 0.152978190486929 -0.030223382865542 -0.00908063293503661 -0.00180309871189211 -0.00341323719752366
11356 0.5 20 1 1.19886965677355 0.348600843395424 -0.0694257431831141 0.00726178613521873 0.000388197937753878 -0.00376615057307766
13834 1.55 5 1.5 0.244447890151217 0.09960203755502 -0.0241984172557095 -0.0126622339180111 -0.000348590689740461 -0.00182946025372777
26706 1.65 7 3 0.318984330353886 0.115068745559508 -0.0243584468872068 -0.0219224001601734 -0.00149133072119908 -0.00412175963437746
6332 0.85 13 0.5 0.983921020787313 0.230983304335624 -0.076894800264943 -0.00189421720943756 0.000519634034658878 -0.00131781943520395
18617 0.85 10 2 0.80589985184194 0.153894377105619 -0.0681487645542054 -0.021064116056167 0.00465380291951142 -0.0050928888209543
9493 0.95 4 1 0.354385001565293 0.0858966438204031 -0.0487488412428568 -0.010783447656574 0.00105118216855195 -0.00205226412765294
12556 2 30 1 1.15797356906533 0.725476107111423 -0.0143856232382706 0.00337916895286097 -0.00277127845878141 -0.00273074379254574
10922 2.2 16 1 0.586413237664125 0.227523337342402 -0.0133278652726769 -0.00425306388740534 -0.0015814380296959 -0.00131581957539785
12612 4.8 30 1 0.835841070276297 0.543201631944698 0.0113717017182167 -0.00515315560879117 -0.00226390446120749 -0.00202319164784588
15604 2.3 20 1.5 0.718517946830525 0.319190952074302 -0.00858009545935997 -0.00489430573963766 -0.00314183566659332 -0.00241211342365575
8337 1.65 30 0.5 1.32274896239884 0.820460375476813 -0.0369877300016145 0.00602161880584668 -0.00152047950890448 -0.00151240004125442
32308 0.95 19 3.5 1.27779560235039 0.485014866928476 -0.0932927901357389 0.0341405361905195 -0.00164334192618262 -0.014978316587661
35818 0.95 13 4 0.969927531990607 0.280804566039739 -0.0866791347578304 0.0036484927479971 0.00051645971141052 -0.0149856799032058
24586 0.95 25 2.5 1.45968041553438 0.720226570491798 -0.0811653189798032 0.0309440036564984 0.00114679099032722 -0.00456689006443381
13694 0.4 4 1.5 0.335248617291958 0.0460610326271388 -0.0361211020779944 -0.0167950140888196 0.0011381052613317 -0.00241954529752577
600 0.9 0 0 0.13256824016571 0.0363982282578945 -0.0383272743770397 0.000859543506521732 -0.000312073776055144 9.56312820533816e-05
5873 1.3 9 0.5 0.52606914420986 0.159550702423081 -0.0487058156226996 -0.00238790614227982 -3.84963980998998e-05 -0.00108663879256996
37221 0.9 25 4 1.26611399560692 0.6199802367496 -0.0534425766193809 0.0129479473924303 0.00577989682472856 0.000296184281315648
21074 0.85 -5 2.5 -0.139463930297784 0.034662711816448 -0.0324491058817937 -0.0524158195936544 0.00730640434643447 -0.0010172972324238
23415 0.9 15 2.5 1.06457556308547 0.308237018431639 -0.0723269454861438 0.00803135211642031 -8.33488033733902e-06 -0.00910987547523457
33613 1.85 30 3.5 1.21772011912538 0.758199355357509 -0.0215793254718999 0.0173775083509609 -0.00954211366162371 -0.0102437495068466
36038 0.25 15 4 0.91322312325936 0.205822610132112 -0.0429664024642279 -0.00491034871271034 0.00134586297273692 -0.0130258962623955
35924 0.4 14 4 0.87322500567379 0.17264082663934 -0.0428646184006319 -0.00886886088965629 0.00231392535787619 -0.0129665311736096
20829 0.3 29 2 1.51458302278181 0.684024217636068 -0.0589202575075778 0.0461878312758749 0.00069931429598203 -0.00682777439510544
2822 0.85 19 0 1.08859097225048 0.379278426239123 -0.0698524463937478 0.00147720135282725 -0.000445893360318197 -0.000130361021485399
3993 0.9 29 0 1.31433804034755 0.767968879645868 -0.0470525343052517 -0.00105348241049796 -0.00016504936759461 0.000156547119928379
29381 0.85 30 3 1.24769583551839 0.756833262455763 -0.03133963651799 0.00858373798611994 0.0102415928943735 0.00919194434282576
33589 0.65 30 3.5 1.21682950404451 0.704035836036139 -0.0249698030802418 0.0281080923671844 0.00446639964935927 0.00708120432016138
20958 0.9 30 2 1.30055554152494 0.795812166317783 -0.0382856548540043 -0.0152521804899309 0.0110887236814566 0.0118310025765027
36519 0.9 19 4 1.15862588443998 0.415092346588325 -0.0567797801283539 -0.00151401149856685 0.00470899903325028 -0.0116667628753092
17096 0.85 -3 2 -0.023842069494791 0.024904845969408 -0.0348436346203085 -0.042728114605325 0.00616409041167682 -0.00120496539527527
27274 0.8 12 3 0.885352141225546 0.178210788775339 -0.059752553579958 -0.0281031360521173 0.00712510383555331 -0.00845571179435348
2235 0.75 14 0 0.96743099005389 0.213804709692585 -0.0671130009752725 0.00130434171296656 -0.000455745225461113 7.11943452740587e-05
1420 0.95 7 0 0.569651828183133 0.131187630620483 -0.0652747043474977 0.000643713457975537 -0.000272863021400311 7.50366801316525e-05
31256 1 10 3.5 0.734351214070177 0.207613347749295 -0.0719489607460602 -0.0133057853121508 0.00170132266912455 -0.0115671740532964
9846 1.05 7 1 0.511862875958991 0.143031403202793 -0.0549986192835414 -0.00769610235236564 0.000856692545761496 -0.00280791125279308
3291 0.9 23 0 1.23559576648599 0.551191794790543 -0.0599819604980265 0.00168651388958097 -0.000441877587880825 -0.000223423351516984
24584 0.85 25 2.5 1.19386983336781 0.577746087900536 -0.0500050710450628 0.000574631101829949 0.00572348710360451 0.000634010374239999
27623 0.7 15 3 0.998137355968801 0.228495333470043 -0.0671945961474743 -0.0107901829246814 0.00348388819420967 -0.00987867373120433
12529 0.65 30 1 1.21843431422011 0.696732530559064 -0.0242153258229156 0.0103038020429605 0.000806760055293484 0.0021689745929341
31604 0.85 13 3.5 0.97558987159425 0.231597573837566 -0.0739139611078607 -0.025626947568697 0.00775075721209267 -0.0102391116044826
15573 0.75 20 1.5 1.07359164349543 0.38322426498363 -0.0661315039800475 0.0010195111485262 0.00157606280051276 -0.00317168156766834
8542 0.2 -4 1 -0.0550710890587442 0.0512132770721511 -0.0313608361875219 -0.0125349666290989 0.000561986451027384 -0.00057894349516792
10546 0.95 13 1 0.97325830896506 0.283132283212175 -0.0899511891395665 0.00224477974202329 -0.000436337331089271 -0.00376573713433483
20143 1.1 23 2 1.35066255903786 0.646419898392949 -0.0936335377382878 0.0358595037857378 -0.00469554592161378 -0.00893725286932922
25273 0.2 -5 3 -0.103790172966802 0.0556747716135401 -0.0300904183096348 -0.0391475686779633 0.0021319568007975 -0.00156395049145924
28199 0.25 20 3 1.16536865122656 0.331594992039813 -0.0449521914648138 0.0201920071460494 0.000142878578616942 -0.0121848821551023
32070 0.75 17 3.5 1.0654900969589 0.30101041113983 -0.0753202790801452 -0.0087973874935221 0.00411959882176016 -0.011019478045108
15225 0.9 17 1.5 1.13678396220266 0.366211125020504 -0.0687593904137025 0.00417098137797495 0.000538251748123876 -0.00490385934131672
25288 0.95 -5 3 -0.278058763322725 0.0873744501037054 0.00249641797435547 -0.050263298421766 0.00625821878245525 -3.95349200223283e-05
18854 1 12 2 0.866094937158392 0.260038618677136 -0.0819318964452458 -0.000540530933258875 5.20126043993872e-05 -0.00720030819090304
28790 0.55 25 3 1.28215183946759 0.552181846067733 -0.0681493923028385 0.0271093882391651 -0.000549577762479771 -0.00243487019312283
16153 0.5 25 1.5 1.32706123177874 0.55368112776604 -0.071832258370119 0.0169891354807841 3.91852260009334e-05 -0.00203956216099512
30667 0.8 5 3.5 0.420944647183211 0.0525219831670155 -0.042087049771253 -0.0538684290460543 0.00731402461722018 -0.00666728581804906
30903 0.9 7 3.5 0.594259025054678 0.111838509777269 -0.0598363534441519 -0.0314908366111668 0.00411943812822716 -0.00964577759018566
33839 1.45 -4 4 -0.164414447954367 0.0933164271019117 -0.00327392987407155 -0.0570399303495551 0.00326540290805723 -0.00028870236696181
30189 0.3 1 3.5 0.18513386524786 0.0398965399112147 -0.0337993700381362 -0.0437512673910018 0.00286083385667686 -0.00423132554560923
34291 0.65 0 4 0.130022555589676 0.0249427778776466 -0.0327087176506982 -0.056775177804406 0.00432625442791601 -0.00444752182819468
21777 0.9 1 2.5 0.19295969060428 0.0419667514015558 -0.0402906475493877 -0.0365360952230577 0.0037731834185024 -0.00371826373483557
23996 0.7 20 2.5 1.11409603496561 0.384022722707736 -0.0727918237400516 0.00193474703558444 0.00257861433273053 -0.0053006668326805
35463 0.75 10 4 0.723260524068375 0.117215287359136 -0.0486160938539783 -0.0391248513923801 0.00706629472313418 -0.0109846327081961
16733 0.25 30 1.5 1.54383843972236 0.737837576849024 -0.0551937864720509 0.0361381153403739 0.000636047342409396 -0.00511729101538537
15448 0.35 19 1.5 1.13051950770416 0.291790388731232 -0.047451949705117 0.0103333918216606 1.26894559287319e-05 -0.00614215851047992
8323 0.95 30 0.5 1.48940532782708 0.908929758346985 -0.0432476757253448 0.0115734759158578 -0.000666886375393211 0.000551984000317168
19788 0.9 20 2 1.18105799122127 0.446007354535451 -0.0551105269083748 0.000655883402476648 0.0016302186764025 -0.00534124469300373
